Operation, a, b, c, d, e, f, g, h
3973, 1,107900,124900,2,54445,0,108890,0
3974, 1,107900,124900,2,54445,0,990,0
3976, 1,107900,124900,2,54446,0,990,0
3977, 1,107900,124900,2,54446,0,54446,0
3978, 1,107900,124900,2,54446,0,-53454,0
3980, 1,107900,124900,2,54446,0,2,0
3981, 1,107900,124900,2,54446,0,108892,0
3982, 1,107900,124900,2,54446,0,992,0
3984, 1,107900,124900,2,54447,0,992,0
3985, 1,107900,124900,2,54447,0,54447,0
3986, 1,107900,124900,2,54447,0,-53453,0
3988, 1,107900,124900,2,54447,0,2,0
3989, 1,107900,124900,2,54447,0,108894,0
3990, 1,107900,124900,2,54447,0,994,0
3992, 1,107900,124900,2,54448,0,994,0
3993, 1,107900,124900,2,54448,0,54448,0
3994, 1,107900,124900,2,54448,0,-53452,0
3996, 1,107900,124900,2,54448,0,2,0
3997, 1,107900,124900,2,54448,0,108896,0
3998, 1,107900,124900,2,54448,0,996,0
4000, 1,107900,124900,2,54449,0,996,0
4001, 1,107900,124900,2,54449,0,54449,0
4002, 1,107900,124900,2,54449,0,-53451,0
4004, 1,107900,124900,2,54449,0,2,0
4005, 1,107900,124900,2,54449,0,108898,0
4006, 1,107900,124900,2,54449,0,998,0
4008, 1,107900,124900,2,54450,0,998,0
4009, 1,107900,124900,2,54450,0,54450,0
4010, 1,107900,124900,2,54450,0,-53450,0
4012, 1,107900,124900,2,54450,0,2,0
4013, 1,107900,124900,2,54450,0,108900,0
4014, 1,107900,124900,2,54450,0,1000,0
4016, 1,107900,124900,2,54451,0,1000,0
4017, 1,107900,124900,2,54451,0,54451,0
4018, 1,107900,124900,2,54451,0,-53449,0
4020, 1,107900,124900,2,54451,0,2,0
4021, 1,107900,124900,2,54451,0,108902,0
4022, 1,107900,124900,2,54451,0,1002,0
4024, 1,107900,124900,2,54452,0,1002,0
4025, 1,107900,124900,2,54452,0,54452,0
4026, 1,107900,124900,2,54452,0,-53448,0
4028, 1,107900,124900,2,54452,0,2,0
4029, 1,107900,124900,2,54452,0,108904,0
4030, 1,107900,124900,2,54452,0,1004,0
4032, 1,107900,124900,2,54453,0,1004,0
4033, 1,107900,124900,2,54453,0,54453,0
4034, 1,107900,124900,2,54453,0,-53447,0
4036, 1,107900,124900,2,54453,0,2,0
4037, 1,107900,124900,2,54453,0,108906,0
4038, 1,107900,124900,2,54453,0,1006,0
4040, 1,107900,124900,2,54454,0,1006,0
4041, 1,107900,124900,2,54454,0,54454,0
4042, 1,107900,124900,2,54454,0,-53446,0
4044, 1,107900,124900,2,54454,0,2,0
4045, 1,107900,124900,2,54454,0,108908,0
4046, 1,107900,124900,2,54454,0,1008,0
4048, 1,107900,124900,2,54455,0,1008,0
4049, 1,107900,124900,2,54455,0,54455,0
4050, 1,107900,124900,2,54455,0,-53445,0
4052, 1,107900,124900,2,54455,0,2,0
4053, 1,107900,124900,2,54455,0,108910,0
4054, 1,107900,124900,2,54455,0,1010,0
4056, 1,107900,124900,2,54456,0,1010,0
4057, 1,107900,124900,2,54456,0,54456,0
4058, 1,107900,124900,2,54456,0,-53444,0
4060, 1,107900,124900,2,54456,0,2,0
